Mods count: 747
 
jar name                                                                            | mod id (isMCreator)                            | mixin configs
tinkersjewelry-1.2.0.jar                                                            | tinkersjewelry                                 | tinkersjewelry.mixins.json
TinkersKatanas_v1.3.9.jar                                                           | tinkers_katanas                                | 
TinkersLevellingAddon-1.20.1-1.4.3.jar                                              | tinkerslevellingaddon                          | 
tinygates-1.20-4.0.0.jar                                                            | tinygates                                      | 
tinypipes-1.20-4.0.0.jar                                                            | tinypipes                                      | 
tinyredstone-1.20-5.0.3.jar                                                         | tinyredstone                                   | 
Tips-Forge-1.20.1-12.1.8.jar                                                        | tipsmod                                        | 
titanium-1.20.1-3.8.32.jar                                                          | titanium                                       | 
toms_storage-1.20-1.7.1.jar                                                         | toms_storage                                   | 
toofast-1.20-0.4.3.5.jar                                                            | toofast                                        | toofast.mixins.json
ToolBelt-1.20.1-1.20.02.jar                                                         | toolbelt                                       | 
totemfactory-1.0.jar                                                                | totemfactory                                   | 
Towns-and-Towers-1.12-Fabric+Forge.jar                                              | t_and_t                                        | 
trading_floor-forge-1.20.1-2.0.5.jar                                                | trading_floor                                  | trading_floor.mixins.json, trading_floor.forge.mixins.json
Translocators-1.20.1-2.6.0.86-universal.jar                                         | translocators                                  | 
trashcans-1.0.18b-forge-mc1.20.jar                                                  | trashcans                                      | 
trashslot-forge-1.20-15.1.2.jar                                                     | trashslot                                      | trashslot.mixins.json
travelersbackpack-forge-1.20.1-9.1.45.jar                                           | travelersbackpack                              | mixins.travelersbackpack.refmap.json, mixins.travelersbackpack.json
TravelersTitles-1.20-Forge-4.0.2.jar                                                | travelerstitles                                | travelerstitles_forge.mixins.json, travelerstitles.mixins.json
Trials-2.3.3.jar                                                                    | trials                                         | 
Truly-Modular-archery-archery-forge-1.6-1.20.1.jar                                  | archery                                        | archery-common.mixins.json, archery.mixins.json
Truly-Modular-armory-armory-forge-1.11-1.20.1.jar                                   | armory                                         | armory.mixins.json, armory-common.mixins.json
Truly-Modular-arsenal-arsenal-forge-1.13-1.20.1.jar                                 | tm_arsenal                                     | tm_arsenal-common.mixins.json, tm_arsenal.mixins.json
Truly-Modular-miapi-forge-1.1.48-1.20.1.jar                                         | miapi                                          | miapi.mixins.json, miapi-common.mixins.json
    /META-INF/jars/EvalEx-3.2.0.jar                                                 |                                                | 
    /META-INF/jars/nucleus-codec-forge-1.20.1+1.1.4.jar                             | nucleus_codec                                  | 
    /META-INF/jars/nucleus-config-forge-1.20.1+1.1.5.jar                            | nucleus_config                                 | 
    /META-INF/jars/nucleus-core-forge-1.20.1+1.1.3.jar                              | nucleus                                        | nucleus-core-common.mixins.json, nucleus-core.mixins.json
    /META-INF/jars/nucleus-facet-forge-1.20.1+1.0.0.jar                             | nucleus_facet                                  | nucleus-facet.mixins.json, nucleus-facet-common.mixins.json
    /META-INF/jars/nucleus-pose-forge-1.20.1+1.0.0.jar                              | nucleus_pose                                   | 
twilightdelight-2.0.17.jar                                                          | twilightdelight                                | twilightdelight.mixins.json
    /META-INF/jarjar/Registrate-MC1.20-1.3.3.jar                                    |                                                | 
    /META-INF/jarjar/l2library-2.4.16-slim.jar                                      | l2library                                      | l2library.mixins.json
    /META-INF/jarjar/l2serial-1.2.0.jar                                             |                                                | 
twilightforest-1.20.1-4.3.2508-universal.jar                                        | twilightforest                                 | 
txnilib-forge-1.0.24-1.20.1.jar                                                     | txnilib                                        | mixins.txnilib.json
    /META-INF/jars/fabric-api-0.92.2+1.11.12+1.20.1.jar                             | fabric_api                                     | 
        /META-INF/jarjar/fabric-transitive-access-wideners-v1-4.3.1+1880499877.jar  | fabric_transitive_access_wideners_v1           | 
        /META-INF/jarjar/fabric-transfer-api-v1-3.3.5+631c9cd677.jar                | fabric_transfer_api_v1                         | fabric-transfer-api-v1.mixins.json
        /META-INF/jarjar/fabric-sound-api-v1-1.0.13+4f23bd8477.jar                  | fabric_sound_api_v1                            | fabric-sound-api-v1.mixins.json
        /META-INF/jarjar/fabric-screen-handler-api-v1-1.3.30+561530ec77.jar         | fabric_screen_handler_api_v1                   | fabric-screen-handler-api-v1.mixins.json
        /META-INF/jarjar/fabric-screen-api-v1-2.0.8+45a670a577.jar                  | fabric_screen_api_v1                           | fabric-screen-api-v1.mixins.json
        /META-INF/jarjar/fabric-resource-loader-v0-0.11.10+bcd08ed377.jar           | fabric_resource_loader_v0                      | fabric-resource-loader-v0.mixins.json, fabric-resource-loader-v0.client.mixins.json
        /META-INF/jarjar/fabric-resource-conditions-api-v1-2.3.8+9e342fc177.jar     | fabric_resource_conditions_api_v1              | fabric-resource-conditions-api-v1.mixins.json
        /META-INF/jarjar/fabric-rendering-v1-3.0.8+66e9a48f77.jar                   | fabric_rendering_v1                            | fabric-rendering-v1.mixins.json
        /META-INF/jarjar/fabric-rendering-fluids-v1-3.0.28+4ac5e37a77.jar           | fabric_rendering_fluids_v1                     | fabric-rendering-fluids-v1.mixins.json
        /META-INF/jarjar/fabric-rendering-data-attachment-v1-0.3.37+a6081afc77.jar  | fabric_rendering_data_attachment_v1            | fabric-rendering-data-attachment-v1.client.mixins.json, fabric-rendering-data-attachment-v1.mixins.json
        /META-INF/jarjar/fabric-renderer-indigo-1.5.2+b5b2da4177.jar                | fabric_renderer_indigo                         | fabric-renderer-indigo.mixins.json
        /META-INF/jarjar/fabric-renderer-api-v1-3.2.1+cf68abbe77.jar                | fabric_renderer_api_v1                         | fabric-renderer-api-v1.debughud.mixins.json, fabric-renderer-api-v1.mixins.json
        /META-INF/jarjar/fabric-registry-sync-v0-2.3.3+1c0ea72177.jar               | fabric_registry_sync_v0                        | fabric-registry-sync-v0.mixins.json, fabric-registry-sync-v0.client.mixins.json
        /META-INF/jarjar/fabric-recipe-api-v1-1.0.21+514a076577.jar                 | fabric_recipe_api_v1                           | fabric-recipe-api-v1.mixins.json
        /META-INF/jarjar/fabric-particles-v1-1.1.2+78e1ecb877.jar                   | fabric_particles_v1                            | fabric-particles-v1.client.mixins.json
        /META-INF/jarjar/fabric-object-builder-api-v1-11.1.3+4bd998fa77.jar         | fabric_object_builder_api_v1                   | fabric-object-builder-v1.mixins.json
        /META-INF/jarjar/fabric-networking-api-v1-1.3.11+503a202477.jar             | fabric_networking_api_v1                       | fabric-networking-api-v1.mixins.json, fabric-networking-api-v1.client.mixins.json
        /META-INF/jarjar/fabric-models-v0-0.4.2+7c3892a477.jar                      | fabric_models_v0                               | 
        /META-INF/jarjar/fabric-model-loading-api-v1-1.0.3+6274ab9d77.jar           | fabric_model_loading_api_v1                    | fabric-model-loading-api-v1.mixins.json
        /META-INF/jarjar/fabric-mining-level-api-v1-2.1.50+561530ec77.jar           | fabric_mining_level_api_v1                     | fabric-mining-level-api-v1.mixins.json
        /META-INF/jarjar/fabric-message-api-v1-5.1.9+52cc178c77.jar                 | fabric_message_api_v1                          | fabric-message-api-v1.client.mixins.json, fabric-message-api-v1.mixins.json
        /META-INF/jarjar/fabric-loot-api-v2-1.2.1+eb28f93e77.jar                    | fabric_loot_api_v2                             | fabric-loot-api-v2.mixins.json
        /META-INF/jarjar/fabric-loader-2.6.0+0.15.0+1.20.1-full.jar                 |                                                | 
        /META-INF/jarjar/fabric-lifecycle-events-v1-2.2.22+afab492177.jar           | fabric_lifecycle_events_v1                     | fabric-lifecycle-events-v1.client.mixins.json, fabric-lifecycle-events-v1.mixins.json
        /META-INF/jarjar/fabric-key-binding-api-v1-1.0.37+561530ec77.jar            | fabric_key_binding_api_v1                      | fabric-key-binding-api-v1.mixins.json
        /META-INF/jarjar/fabric-item-group-api-v1-4.0.12+c9161c2d77.jar             | fabric_item_group_api_v1                       | fabric-item-group-api-v1.client.mixins.json, fabric-item-group-api-v1.mixins.json
        /META-INF/jarjar/fabric-item-api-v1-2.1.28+4d0bbcfa77.jar                   | fabric_item_api_v1                             | fabric-item-api-v1.client.mixins.json, fabric-item-api-v1.mixins.json
        /META-INF/jarjar/fabric-game-rule-api-v1-1.0.40+683d4da877.jar              | fabric_game_rule_api_v1                        | fabric-game-rule-api-v1.mixins.json, fabric-game-rule-api-v1.client.mixins.json
        /META-INF/jarjar/fabric-events-interaction-v0-0.6.2+0d0bd5a777.jar          | fabric_events_interaction_v0                   | fabric-events-interaction-v0.client.mixins.json, fabric-events-interaction-v0.mixins.json
        /META-INF/jarjar/fabric-entity-events-v1-1.6.0+4ca7515277.jar               | fabric_entity_events_v1                        | fabric-entity-events-v1.client.mixins.json, fabric-entity-events-v1.mixins.json
        /META-INF/jarjar/fabric-dimensions-v1-2.1.54+8005d10d77.jar                 | fabric_dimensions_v1                           | 
        /META-INF/jarjar/fabric-data-generation-api-v1-12.3.4+369cb3a477.jar        | fabric_data_generation_api_v1                  | fabric-data-generation-api-v1.mixins.json
        /META-INF/jarjar/fabric-data-attachment-api-v1-1.0.0+30ef839e77.jar         | fabric_data_attachment_api_v1                  | fabric-data-attachment-api-v1.mixins.json, fabric-data-attachment-api-v1.client.mixins.json
        /META-INF/jarjar/fabric-convention-tags-v1-1.5.5+fa3d1c0177.jar             | fabric_convention_tags_v1                      | 
        /META-INF/jarjar/fabric-content-registries-v0-4.0.11+a670df1e77.jar         | fabric_content_registries_v0                   | fabric-content-registries-v0.mixins.json
        /META-INF/jarjar/fabric-command-api-v2-2.2.13+561530ec77.jar                | fabric_command_api_v2                          | fabric-command-api-v2.mixins.json, fabric-command-api-v2.client.mixins.json
        /META-INF/jarjar/fabric-command-api-v1-1.2.34+f71b366f77.jar                | fabric_command_api_v1                          | 
        /META-INF/jarjar/fabric-client-tags-api-v1-1.1.2+5d6761b877.jar             | fabric_client_tags_api_v1                      | 
        /META-INF/jarjar/fabric-blockrenderlayer-v1-1.1.41+1d0da21e77.jar           | fabric_blockrenderlayer_v1                     | fabric-blockrenderlayer-v1.mixins.json
        /META-INF/jarjar/fabric-block-view-api-v2-1.0.1+0767707077.jar              | fabric_block_view_api_v2                       | fabric-block-view-api-v2.client.mixins.json, fabric-block-view-api-v2.mixins.json
        /META-INF/jarjar/fabric-block-api-v1-1.0.11+0e6cb7f777.jar                  | fabric_block_api_v1                            | 
        /META-INF/jarjar/fabric-biome-api-v1-13.0.13+dc36698e77.jar                 | fabric_biome_api_v1                            | fabric-biome-api-v1.mixins.json
        /META-INF/jarjar/fabric-api-lookup-api-v1-1.6.36+67f9824077.jar             | fabric_api_lookup_api_v1                       | fabric-api-lookup-api-v1.mixins.json
        /META-INF/jarjar/fabric-api-base-0.4.31+ef105b4977.jar                      | fabric_api_base                                | fabric-api-base.init.mixins.json
uniqueaccessories-1.3.1-forge-mc1.20.1.jar                                          | uniqueaccessories                              | uniqueaccessories.mixins.json
UniversalBoneMeal-v8.0.1-1.20.1-Forge.jar                                           | universalbonemeal                              | 
universalgrid-1.20.1-1.1.jar                                                        | universalgrid                                  | universalgrid.mixins.json
upgradedadditionaltrims-1.20.1-1.0.0.4-release.jar                                  | upgradedadditionaltrims                        | upgradedadditionaltrims.mixins.json
upgradedcore-1.20.1-5.0.0.2-release.jar                                             | upgradedcore                                   | 
utilitarian-1.20.1-0.9.1.jar                                                        | utilitarian                                    | utilitarian.mixin.json
valhelsia_core-forge-1.20.1-1.1.2.jar                                               | valhelsia_core                                 | valhelsia_core-common.mixins.json, valhelsia_core.mixins.json
valhelsia_structures-forge-1.20.1-1.1.2.jar                                         | valhelsia_structures                           | valhelsia_structures.mixins.json
VanillaAIOTs-1.20.1-3.0.9.jar                                                       | vanillaaiots                                   | 
villagesandpillages-forge-mc1.20.1-1.0.2.jar                                        | villagesandpillages                            | villagesandpillages-common.mixins.json
VisualWorkbench-v8.0.1-1.20.1-Forge.jar                                             | visualworkbench                                | visualworkbench.common.mixins.json
voicechat-forge-1.20.1-2.6.6.jar                                                    | voicechat                                      | 
voidtotem-forge-1.20-3.0.1.jar                                                      | voidtotem                                      | voidtotem.mixins.json
wateringcan-1.0.jar                                                                 | wateringcan                                    | wateringcan.mixins.json
watut-forge-1.20.1-1.2.3.jar                                                        | watut                                          | watut_fabric.mixins.json, watut.mixins.json
waystones-forge-1.20.1-14.1.17.jar                                                  | waystones                                      | waystones.mixins.json
wirelesschargers-1.0.10-forge-mc1.20.4.jar                                          | wirelesschargers                               | 
WitherSkeletonTweaks-1.20.1-9.1.0.jar                                               | wstweaks                                       | wstweaks.mixins.json
wits-1.1.0+1.20.1-forge.jar                                                         | wits                                           | wits-common.mixins.json
Xaeros_Minimap_25.2.10_Forge_1.20.jar                                               | xaerominimap                                   | xaerohud.forge.mixins.json, xaerohud.mixins.json, xaerominimap.mixins.json, xaerominimap.forge.mixins.json
xaeros_waystones_compability-1.0.jar                                                | w2w2                                           | 
XaerosWorldMap_1.39.12_Forge_1.20.jar                                               | xaeroworldmap                                  | xaeroworldmap.forge.mixins.json, xaeroworldmap.mixins.json
xnet-1.20-6.1.6.jar                                                                 | xnet                                           | 
xnetgases-1.20.1-5.1.4.jar                                                          | xnetgases                                      | 
XyCraft Core-0.6.22.jar                                                             | xycraft_core                                   | xycraft_core.mixin.json
XyCraft Machines-0.6.22.jar                                                         | xycraft_machines                               | 
XyCraft Override-0.6.22.jar                                                         | xycraft_override                               | 
XyCraft World-0.6.22.jar                                                            | xycraft_world                                  | 
yet_another_config_lib_v3-3.6.6+1.20.1-forge.jar                                    | yet_another_config_lib_v3                      | yacl.mixins.json, yacl-fabric.mixins.json
    /META-INF/jarjar/common-image-3.12.0.jar                                        |                                                | 
    /META-INF/jarjar/common-io-3.12.0.jar                                           |                                                | 
    /META-INF/jarjar/common-lang-3.12.0.jar                                         |                                                | 
    /META-INF/jarjar/gson-0.2.1.jar                                                 |                                                | 
    /META-INF/jarjar/imageio-core-3.12.0.jar                                        |                                                | 
    /META-INF/jarjar/imageio-metadata-3.12.0.jar                                    |                                                | 
    /META-INF/jarjar/imageio-webp-3.12.0.jar                                        |                                                | 
    /META-INF/jarjar/json-0.2.1.jar                                                 |                                                | 
YungsApi-1.20-Forge-4.0.6.jar                                                       | yungsapi                                       | yungsapi.mixins.json, yungsapi_forge.mixins.json
YungsBetterCaves-1.20.1-Forge-2.0.5.jar                                             | bettercaves                                    | bettercaves.mixins.json
YungsBetterDesertTemples-1.20-Forge-3.0.3.jar                                       | betterdeserttemples                            | betterdeserttemples.mixins.json, betterdeserttemples_forge.mixins.json
YungsBetterDungeons-1.20-Forge-4.0.4.jar                                            | betterdungeons                                 | betterdungeons_forge.mixins.json, betterdungeons.mixins.json
YungsBetterEndIsland-1.20-Forge-2.0.6.jar                                           | betterendisland                                | betterendisland_forge.mixins.json, betterendisland.mixins.json
YungsBetterJungleTemples-1.20-Forge-2.0.5.jar                                       | betterjungletemples                            | betterjungletemples_forge.mixins.json, betterjungletemples.mixins.json
YungsBetterMineshafts-1.20-Forge-4.0.4.jar                                          | bettermineshafts                               | bettermineshafts_forge.mixins.json, bettermineshafts.mixins.json
YungsBetterNetherFortresses-1.20-Forge-2.0.6.jar                                    | betterfortresses                               | betterfortresses_forge.mixins.json, betterfortresses.mixins.json
YungsBetterOceanMonuments-1.20-Forge-3.0.4.jar                                      | betteroceanmonuments                           | betteroceanmonuments_forge.mixins.json, betteroceanmonuments.mixins.json
YungsBetterStrongholds-1.20-Forge-4.0.3.jar                                         | betterstrongholds                              | betterstrongholds_forge.mixins.json, betterstrongholds.mixins.json
YungsBetterWitchHuts-1.20-Forge-3.0.3.jar                                           | betterwitchhuts                                | betterwitchhuts_forge.mixins.json, betterwitchhuts.mixins.json
YungsBridges-1.20-Forge-4.0.3.jar                                                   | yungsbridges                                   | yungsbridges.mixins.json, yungsbridges_forge.mixins.json
YungsCaveBiomes-1.20.1-Forge-2.0.5.jar                                              | yungscavebiomes                                | yungscavebiomes.mixins.json, yungscavebiomes_forge.mixins.json
YungsExtras-1.20-Forge-4.0.3.jar                                                    | yungsextras                                    | yungsextras.mixins.json, yungsextras_forge.mixins.json
YungsMenuTweaks-1.20.1-Forge-1.0.2.jar                                              | yungsmenutweaks                                | yungsmenutweaks.mixins.json, yungsmenutweaks_forge.mixins.json
ZeroCore2-1.20.1-2.1.47.jar                                                         | zerocore                                       | 
Zeta-1.0-30.jar                                                                     | zeta                                           | zeta.mixins.json, zeta.mixins.refmap.json, zeta_forge.mixins.json
